epoch,split,loss,dice_loss,focal_loss,boundary_loss,dice,iou,precision,recall,specificity,hd95,lr
24,train,0.23366656243602876,0.4644927597230924,0.0019003190025766467,0.004250438527284064,0.924186721005547,0.9156864152800597,0.06500125686526696,0.06000016355522326,0.9998978660911284,-1.0,2.069012664799097e-05
24,val,0.4731817813146682,0.9451831607591539,0.0010694814530011535,0.001346792123065316,0.9363317074924249,0.9304296743373123,0.039928896152055394,0.031933690703036664,0.9999490979133686,-1.0,2.069012664799097e-05
25,train,0.2291296537461672,0.45545311599242977,0.0018503046385460328,0.004240022109503492,0.9280947962957626,0.9195615088874277,0.06526293601749832,0.06013005885511141,0.9999043705908904,-1.0,1.4730016279731955e-05
25,val,0.47218476031862555,0.9430527694168545,0.0011236681243066316,0.001606387130117409,0.9384598860014253,0.9322881785904592,0.03705498613432035,0.03718859906568439,0.9999295732944274,0.209201168603286,1.4730016279731955e-05
26,train,0.2346570609145676,0.4665807222579905,0.0017730587169941306,0.004173911497217284,0.9270129587840157,0.9186010106929928,0.06495317959825603,0.0604252212313193,0.9999051943668812,-1.0,9.639601130971381e-06
26,val,0.46818744630685877,0.9353466062318712,0.0008635786031944189,0.0012753639672663467,0.9456455516278058,0.9392602740851189,0.042935148193831894,0.0359091655040159,0.9999672597652833,-1.0,9.639601130971381e-06
27,train,0.22370780605054616,0.4447014467943534,0.0017114956318625394,0.0042181691480677195,0.9280872042640717,0.9197292619597176,0.06623952198754786,0.06088869476562031,0.9999102141589608,-1.0,5.544224116791029e-06
27,val,0.4691672944242046,0.9372612344367164,0.0009379200600347785,0.0012765149275009793,0.9424665886460841,0.9363702642781414,0.04074967269079189,0.036694882808513844,0.9999494849651418,-1.0,5.544224116791029e-06
28,train,0.22529406704735466,0.4479482662915655,0.001659382037034896,0.004110598378427467,0.9297314953140094,0.921201917689107,0.06683832376360457,0.061440121426495006,0.999913221898877,-1.0,2.544727011057081e-06
28,val,0.47050444489078863,0.9399338719390687,0.0009681214853794422,0.0012353818738262135,0.9419485251329295,0.9356995475235632,0.04243167731728318,0.034681531786970386,0.9999534040175665,-1.0,2.544727011057081e-06
29,train,0.22243246219085813,0.44220596201668294,0.0016416897907961408,0.004184869345578415,0.9284997085272467,0.9199638558065079,0.06734660721021989,0.06195948803482706,0.9999093448610304,-1.0,7.149673872728739e-07
29,val,0.4684295855639946,0.9358554077999932,0.0008875004577826552,0.0011781733858784026,0.9439166447505305,0.9375701162042147,0.042842046319334054,0.03535399606712317,0.9999670264661318,-1.0,7.149673872728739e-07
30,train,0.22602037153518584,0.4493696761633499,0.001651777002567435,0.0041999999877929345,0.9323521431269387,0.9238902110424556,0.06738041914535979,0.06231613392437614,0.9999109099867688,-1.0,0.0001
30,val,0.4693001878580877,0.9375640175172261,0.0009153948141251672,0.0012178193327751312,0.9438336366125267,0.9374882200383375,0.042714331057678176,0.035400378682692454,0.9999618823741269,0.1688929523048254,0.0001
31,train,0.2545163553629376,0.5058614328800971,0.002426760428199327,0.004288052712774037,0.9064589767948814,0.8980755036143856,0.06186062592405524,0.055052693438140475,0.9998687141532411,-1.0,9.984602081996975e-05
31,val,0.47466124443426017,0.9478078009117217,0.0014127420023854126,0.0016676114741701873,0.9081080834270547,0.9028382093449174,0.03899263030360172,0.031177190502862433,0.999899678184032,-1.0,9.984602081996975e-05
32,train,0.24936685941807776,0.4955632021183978,0.002439117020780782,0.004267618172865774,0.9138626962330294,0.9055068241242025,0.061327222647453404,0.05559594278893547,0.9998816279646529,-1.0,9.938503261272713e-05
32,val,0.4742793043454488,0.9469556070509411,0.0014946903791788796,0.00176550141004771,0.9231206438064757,0.9175646153390857,0.03526931256336436,0.03102327955672239,0.9998828952178058,-1.0,9.938503261272713e-05
33,train,0.24497980569094882,0.4869389033766914,0.0022082895632140544,0.004239336514033342,0.9158125548610936,0.9076227193690845,0.05967701470832352,0.05591550905794946,0.9998821998961798,-1.0,9.861987752386394e-05
33,val,0.4750437081924507,0.9488895081338429,0.0011018387102725675,0.001342037373947711,0.9379824465533958,0.9324352033189645,0.03686838813343936,0.030911416168352093,0.9999619386080582,-1.0,9.861987752386394e-05
34,train,0.24967959698727415,0.4963307896765267,0.002213769667031398,0.004250355790963946,0.9163011565003384,0.9080494636517082,0.06261209946088452,0.05683924958391816,0.9998806361391093,-1.0,9.755527298894293e-05
34,val,0.47377411657500834,0.946403600630306,0.0010750600366871517,0.0012489933490808962,0.9417814666722203,0.9358762808119414,0.040982512220391516,0.02895486859163675,0.999966533571209,-1.0,9.755527298894293e-05
35,train,0.23547569196464746,0.46800021652107493,0.002060675448512884,0.004286901077400086,0.9171427522687905,0.9086433175444042,0.06297585975167479,0.05718984554622784,0.999888716175728,-1.0,9.619778264893878e-05
35,val,0.47240525155904745,0.9432746952488309,0.0014236837138774604,0.001704012348047729,0.9264943111817895,0.9202703647425754,0.04053884218662476,0.03302203772645656,0.9999154523940507,0.42632664433614664,9.619778264893878e-05
36,train,0.24473917181758487,0.4864907995560217,0.002159502274658043,0.0042296059914746515,0.9198118184117964,0.9114551213143349,0.06390091289074318,0.05835178690502638,0.9998968323659958,-1.0,9.455577588320898e-05
36,val,0.46954030880615827,0.9378458027328763,0.0011286113938542806,0.0013941439356572566,0.9378856765109678,0.9318475912155076,0.04225568813566231,0.03375786336529224,0.9999281487947476,-1.0,9.455577588320898e-05
